zip,city,state,county,timezone
03241,Hebron,New Hampshire,Grafton,America/New_York
03242,Henniker,New Hampshire,Merrimack,America/New_York
03243,Hill,New Hampshire,Merrimack,America/New_York
03244,Hillsborough,New Hampshire,Hillsborough,America/New_York
03245,Holderness,New Hampshire,Grafton,America/New_York
03246,Laconia,New Hampshire,Belknap,America/New_York
03249,Gilford,New Hampshire,Belknap,America/New_York
03251,Lincoln,New Hampshire,Grafton,America/New_York
03253,Meredith,New Hampshire,Belknap,America/New_York
03254,Moultonborough,New Hampshire,Carroll,America/New_York
03255,Newbury,New Hampshire,Merrimack,America/New_York
03256,New Hampton,New Hampshire,Belknap,America/New_York
03257,New London,New Hampshire,Merrimack,America/New_York
03258,Chichester,New Hampshire,Merrimack,America/New_York
03259,North Sandwich,New Hampshire,Carroll,America/New_York
03260,North Sutton,New Hampshire,Merrimack,America/New_York
03261,Northwood,New Hampshire,Rockingham,America/New_York
03262,North Woodstock,New Hampshire,Grafton,America/New_York
03263,Pittsfield,New Hampshire,Merrimack,America/New_York
03264,Plymouth,New Hampshire,Grafton,America/New_York
03266,Rumney,New Hampshire,Grafton,America/New_York
03268,Salisbury,New Hampshire,Merrimack,America/New_York
03269,Sanbornton,New Hampshire,Belknap,America/New_York
03273,South Sutton,New Hampshire,Merrimack,America/New_York
03275,Suncook,New Hampshire,Merrimack,America/New_York
03276,Tilton,New Hampshire,Merrimack,America/New_York
03278,Warner,New Hampshire,Merrimack,America/New_York
03279,Warren,New Hampshire,Grafton,America/New_York
03280,Washington,New Hampshire,Sullivan,America/New_York
03281,Weare,New Hampshire,Hillsborough,America/New_York
03282,Wentworth,New Hampshire,Grafton,America/New_York
03284,Springfield,New Hampshire,Sullivan,America/New_York
03285,Thornton,New Hampshire,Grafton,America/New_York
03287,Wilmot,New Hampshire,Merrimack,America/New_York
03290,Nottingham,New Hampshire,Rockingham,America/New_York
03291,West Nottingham,New Hampshire,Rockingham,America/New_York
03293,Woodstock,New Hampshire,Grafton,America/New_York
03301,Concord,New Hampshire,Merrimack,America/New_York
03303,Concord,New Hampshire,Merrimack,America/New_York
03304,Bow,New Hampshire,Merrimack,America/New_York
03307,Loudon,New Hampshire,Merrimack,America/New_York
03431,Keene,New Hampshire,Cheshire,America/New_York
03440,Antrim,New Hampshire,Hillsborough,America/New_York
03441,Ashuelot,New Hampshire,Cheshire,America/New_York
03442,Bennington,New Hampshire,Hillsborough,America/New_York
03443,Chesterfield,New Hampshire,Cheshire,America/New_York
03444,Dublin,New Hampshire,Cheshire,America/New_York
03445,Sullivan,New Hampshire,Cheshire,America/New_York
03446,Swanzey,New Hampshire,Cheshire,America/New_York
03447,Fitzwilliam,New Hampshire,Cheshire,America/New_York
03448,Gilsum,New Hampshire,Cheshire,America/New_York
03449,Hancock,New Hampshire,Hillsborough,America/New_York
03450,Harrisville,New Hampshire,Cheshire,America/New_York
03451,Hinsdale,New Hampshire,Cheshire,America/New_York
03452,Jaffrey,New Hampshire,Cheshire,America/New_York
03455,Marlborough,New Hampshire,Cheshire,America/New_York
03456,Marlow,New Hampshire,Cheshire,America/New_York
03457,Nelson,New Hampshire,Cheshire,America/New_York
03458,Peterborough,New Hampshire,Hillsborough,America/New_York
03461,Rindge,New Hampshire,Cheshire,America/New_York
03462,Spofford,New Hampshire,Cheshire,America/New_York
03464,Stoddard,New Hampshire,Cheshire,America/New_York
03465,Troy,New Hampshire,Cheshire,America/New_York
03466,West Chesterfield,New Hampshire,Cheshire,America/New_York
03467,Westmoreland,New Hampshire,Cheshire,America/New_York
03470,Winchester,New Hampshire,Cheshire,America/New_York
03561,Littleton,New Hampshire,Grafton,America/New_York
03570,Berlin,New Hampshire,Coos,America/New_York
03574,Bethlehem,New Hampshire,Grafton,America/New_York
03575,Bretton Woods,New Hampshire,Coos,America/New_York
03576,Colebrook,New Hampshire,Coos,America/New_York
03579,Errol,New Hampshire,Oxford,America/New_York
03580,Franconia,New Hampshire,Grafton,America/New_York
03581,Gorham,New Hampshire,Coos,America/New_York
03582,Groveton,New Hampshire,Coos,America/New_York
03583,Jefferson,New Hampshire,Coos,America/New_York
03584,Lancaster,New Hampshire,Coos,America/New_York
03585,Lisbon,New Hampshire,Grafton,America/New_York
03586,Sugar Hill,New Hampshire,Grafton,America/New_York
03588,Milan,New Hampshire,Coos,America/New_York
03590,North Stratford,New Hampshire,Coos,America/New_York
03592,Pittsburg,New Hampshire,Coos,America/New_York
03593,Randolph,New Hampshire,Coos,America/New_York
03595,Twin Mountain,New Hampshire,Coos,America/New_York
03597,West Stewartstown,New Hampshire,Coos,America/New_York
03598,Whitefield,New Hampshire,Coos,America/New_York
03601,Acworth,New Hampshire,Sullivan,America/New_York
03602,Alstead,New Hampshire,Cheshire,America/New_York
03603,Charlestown,New Hampshire,Sullivan,America/New_York
03604,Drewsville,New Hampshire,Cheshire,America/New_York
03605,Lempster,New Hampshire,Sullivan,America/New_York
03607,South Acworth,New Hampshire,Sullivan,America/New_York
03608,Walpole,New Hampshire,Cheshire,America/New_York
03609,North Walpole,New Hampshire,Cheshire,America/New_York
03740,Bath,New Hampshire,Grafton,America/New_York
03741,Canaan,New Hampshire,Grafton,America/New_York
03743,Claremont,New Hampshire,Sullivan,America/New_York
03745,Cornish,New Hampshire,Sullivan,America/New_York
03748,Enfield,New Hampshire,Grafton,America/New_York
03750,Etna,New Hampshire,Grafton,America/New_York
03751,Georges Mills,New Hampshire,Sullivan,America/New_York
03752,Goshen,New Hampshire,Sullivan,America/New_York
03753,Grantham,New Hampshire,Sullivan,America/New_York
03755,Hanover,New Hampshire,Grafton,America/New_York
03765,Haverhill,New Hampshire,Grafton,America/New_York
03766,Lebanon,New Hampshire,Grafton,America/New_York
03768,Lyme,New Hampshire,Grafton,America/New_York
03770,Meriden,New Hampshire,Sullivan,America/New_York
03771,Monroe,New Hampshire,Grafton,America/New_York
03773,Newport,New Hampshire,Sullivan,America/New_York
03774,North Haverhill,New Hampshire,Grafton,America/New_York
03777,Orford,New Hampshire,Grafton,America/New_York
03779,Piermont,New Hampshire,Grafton,America/New_York
03780,Pike,New Hampshire,Grafton,America/New_York
03781,Plainfield,New Hampshire,Sullivan,America/New_York
03782,Sunapee,New Hampshire,Sullivan,America/New_York
03784,West Lebanon,New Hampshire,Grafton,America/New_York
03785,Woodsville,New Hampshire,Grafton,America/New_York
03801,Portsmouth,New Hampshire,Rockingham,America/New_York
03809,Alton,New Hampshire,Belknap,America/New_York
03810,Alton Bay,New Hampshire,Belknap,America/New_York
03811,Atkinson,New Hampshire,Rockingham,America/New_York
03812,Bartlett,New Hampshire,Carroll,America/New_York
03813,Center Conway,New Hampshire,Carroll,America/New_York
03814,Center Ossipee,New Hampshire,Carroll,America/New_York
03816,Center Tuftonboro,New Hampshire,Carroll,America/New_York
03817,Chocorua,New Hampshire,Carroll,America/New_York
03818,Conway,New Hampshire,Carroll,America/New_York
03819,Danville,New Hampshire,Rockingham,America/New_York
03820,Dover,New Hampshire,Strafford,America/New_York
03823,Madbury,New Hampshire,Strafford,America/New_York
03824,Durham,New Hampshire,Strafford,America/New_York
03825,Barrington,New Hampshire,Strafford,America/New_York
03826,East Hampstead,New Hampshire,Rockingham,America/New_York
03827,East Kingston,New Hampshire,Rockingham,America/New_York
03830,East Wakefield,New Hampshire,Carroll,America/New_York
03832,Eaton Center,New Hampshire,Carroll,America/New_York
03833,Exeter,New Hampshire,Rockingham,America/New_York
03835,Farmington,New Hampshire,Strafford,America/New_York
03836,Freedom,New Hampshire,Carroll,America/New_York
03837,Gilmanton Iron Works,New Hampshire,Belknap,America/New_York
03838,Glen,New Hampshire,Carroll,America/New_York
03839,Rochester,New Hampshire,Strafford,America/New_York
03840,Greenland,New Hampshire,Rockingham,America/New_York
03841,Hampstead,New Hampshire,Rockingham,America/New_York
03842,Hampton,New Hampshire,Rockingham,America/New_York
03844,Hampton Falls,New Hampshire,Rockingham,America/New_York
03845,Intervale,New Hampshire,Carroll,America/New_York
03846,Jackson,New Hampshire,Carroll,America/New_York
03847,Kearsarge,New Hampshire,Carroll,America/New_York
03848,Kingston,New Hampshire,Rockingham,America/New_York
03849,Madison,New Hampshire,Carroll,America/New_York
03850,Melvin Village,New Hampshire,Carroll,America/New_York
03851,Milton,New Hampshire,Strafford,America/New_York
03852,Milton Mills,New Hampshire,Strafford,America/New_York
03853,Mirror Lake,New Hampshire,Carroll,America/New_York
03854,New Castle,New Hampshire,Rockingham,America/New_York
03855,New Durham,New Hampshire,Strafford,America/New_York
03856,Newfields,New Hampshire,Rockingham,America/New_York
03857,Newmarket,New Hampshire,Rockingham,America/New_York
03858,Newton,New Hampshire,Rockingham,America/New_York
03860,North Conway,New Hampshire,Carroll,America/New_York
03861,Lee,New Hampshire,Strafford,America/New_York
03862,North Hampton,New Hampshire,Rockingham,America/New_York
03864,Ossipee,New Hampshire,Carroll,America/New_York
03865,Plaistow,New Hampshire,Rockingham,America/New_York
03867,Rochester,New Hampshire,Strafford,America/New_York
03868,Rochester,New Hampshire,Strafford,America/New_York
03869,Rollinsford,New Hampshire,Strafford,America/New_York
03870,Rye,New Hampshire,Rockingham,America/New_York
03871,Rye Beach,New Hampshire,Rockingham,America/New_York
03872,Sanbornville,New Hampshire,Carroll,America/New_York
03873,Sandown,New Hampshire,Rockingham,America/New_York
03874,Seabrook,New Hampshire,Rockingham,America/New_York
03875,Silver Lake,New Hampshire,Carroll,America/New_York
03878,Somersworth,New Hampshire,Strafford,America/New_York
03882,Effingham,New Hampshire,Carroll,America/New_York
03883,South Tamworth,New Hampshire,Carroll,America/New_York
03884,Strafford,New Hampshire,Strafford,America/New_York
03885,Stratham,New Hampshire,Rockingham,America/New_York
03886,Tamworth,New Hampshire,Carroll,America/New_York
